ano,epiweek,casos,territory_name
2011,22,0,Pará
2011,23,1,Pará
2011,24,0,Pará
2011,25,2,Pará
2011,26,2,Pará
2011,27,1,Pará
2011,28,0,Pará
2011,29,1,Pará
2011,30,0,Pará
2011,31,0,Pará
2011,32,1,Pará
2011,33,1,Pará
2011,34,0,Pará
2011,35,0,Pará
2011,36,1,Pará
2011,37,1,Pará
2011,38,0,Pará
2011,39,1,Pará
2011,40,0,Pará
2011,41,0,Pará
2011,42,0,Pará
2011,43,0,Pará
2011,44,0,Pará
2011,45,0,Pará
2011,46,0,Pará
2011,47,0,Pará
2011,48,0,Pará
2011,49,0,Pará
2011,50,1,Pará
2011,51,0,Pará
2011,52,0,Pará
2011,1,0,Amapá
2011,2,0,Amapá
2011,3,0,Amapá
2011,4,0,Amapá
2011,5,0,Amapá
2011,6,0,Amapá
2011,7,0,Amapá
2011,8,0,Amapá
2011,9,0,Amapá
2011,10,0,Amapá
2011,11,0,Amapá
2011,12,0,Amapá
2011,13,0,Amapá
2011,14,0,Amapá
2011,15,1,Amapá
2011,16,0,Amapá
2011,17,0,Amapá
2011,18,0,Amapá
2011,19,0,Amapá
2011,20,0,Amapá
2011,21,0,Amapá
2011,22,0,Amapá
2011,23,0,Amapá
2011,24,0,Amapá
2011,25,0,Amapá
2011,26,0,Amapá
2011,27,0,Amapá
2011,28,0,Amapá
2011,29,0,Amapá
2011,30,0,Amapá
2011,31,0,Amapá
2011,32,0,Amapá
2011,33,0,Amapá
2011,34,0,Amapá
2011,35,0,Amapá
2011,36,0,Amapá
2011,37,0,Amapá
2011,38,0,Amapá
2011,39,0,Amapá
2011,40,0,Amapá
2011,41,0,Amapá
2011,42,0,Amapá
2011,43,0,Amapá
2011,44,0,Amapá
2011,45,0,Amapá
2011,46,0,Amapá
2011,47,0,Amapá
2011,48,0,Amapá
2011,49,0,Amapá
2011,50,0,Amapá
2011,51,0,Amapá
2011,52,0,Amapá
2011,1,0,Tocantins
2011,2,0,Tocantins
2011,3,0,Tocantins
2011,4,0,Tocantins
2011,5,0,Tocantins
2011,6,0,Tocantins
2011,7,1,Tocantins
2011,8,0,Tocantins
2011,9,0,Tocantins
2011,10,0,Tocantins
2011,11,0,Tocantins
2011,12,0,Tocantins
2011,13,0,Tocantins
2011,14,1,Tocantins
2011,15,0,Tocantins
2011,16,0,Tocantins
2011,17,0,Tocantins
2011,18,0,Tocantins
2011,19,1,Tocantins
2011,20,0,Tocantins
2011,21,1,Tocantins
2011,22,0,Tocantins
2011,23,0,Tocantins
2011,24,0,Tocantins
2011,25,0,Tocantins
2011,26,0,Tocantins
2011,27,0,Tocantins
2011,28,0,Tocantins
2011,29,0,Tocantins
2011,30,0,Tocantins
2011,31,0,Tocantins
2011,32,0,Tocantins
2011,33,0,Tocantins
2011,34,0,Tocantins
2011,35,0,Tocantins
2011,36,0,Tocantins
2011,37,0,Tocantins
2011,38,0,Tocantins
2011,39,2,Tocantins
2011,40,0,Tocantins
2011,41,0,Tocantins
2011,42,0,Tocantins
2011,43,1,Tocantins
2011,44,0,Tocantins
2011,45,0,Tocantins
2011,46,0,Tocantins
2011,47,1,Tocantins
2011,48,0,Tocantins
2011,49,0,Tocantins
2011,50,0,Tocantins
2011,51,0,Tocantins
2011,52,0,Tocantins
2011,1,0,Maranhão
2011,2,0,Maranhão
2011,3,0,Maranhão
2011,4,0,Maranhão
2011,5,0,Maranhão
2011,6,0,Maranhão
2011,7,0,Maranhão
2011,8,0,Maranhão
2011,9,1,Maranhão
2011,10,0,Maranhão
2011,11,0,Maranhão
2011,12,0,Maranhão
2011,13,0,Maranhão
2011,14,0,Maranhão
2011,15,0,Maranhão
2011,16,0,Maranhão
2011,17,0,Maranhão
2011,18,0,Maranhão
2011,19,0,Maranhão
2011,20,0,Maranhão
2011,21,0,Maranhão
2011,22,0,Maranhão
2011,23,0,Maranhão
2011,24,0,Maranhão
2011,25,0,Maranhão
2011,26,0,Maranhão
2011,27,0,Maranhão
2011,28,0,Maranhão
2011,29,0,Maranhão
2011,30,0,Maranhão
2011,31,1,Maranhão
2011,32,0,Maranhão
2011,33,1,Maranhão
2011,34,0,Maranhão
2011,35,1,Maranhão
2011,36,0,Maranhão
2011,37,0,Maranhão
2011,38,0,Maranhão
2011,39,0,Maranhão
2011,40,0,Maranhão
2011,41,0,Maranhão
2011,42,0,Maranhão
2011,43,0,Maranhão
2011,44,1,Maranhão
2011,45,0,Maranhão
2011,46,0,Maranhão
2011,47,0,Maranhão
2011,48,0,Maranhão
2011,49,0,Maranhão
2011,50,0,Maranhão
2011,51,0,Maranhão
2011,52,0,Maranhão
2011,1,0,Piauí
2011,2,0,Piauí
2011,3,1,Piauí
2011,4,2,Piauí
2011,5,3,Piauí
2011,6,1,Piauí
2011,7,6,Piauí
2011,8,1,Piauí
2011,9,6,Piauí
2011,10,4,Piauí
2011,11,2,Piauí
2011,12,1,Piauí
2011,13,1,Piauí
2011,14,0,Piauí
2011,15,1,Piauí
2011,16,1,Piauí
2011,17,0,Piauí
2011,18,0,Piauí
2011,19,0,Piauí
2011,20,0,Piauí
2011,21,1,Piauí
2011,22,0,Piauí
2011,23,1,Piauí
2011,24,0,Piauí
2011,25,1,Piauí
2011,26,0,Piauí
2011,27,0,Piauí
2011,28,0,Piauí
2011,29,0,Piauí
2011,30,0,Piauí
2011,31,0,Piauí
2011,32,1,Piauí
2011,33,0,Piauí
2011,34,0,Piauí
2011,35,0,Piauí
2011,36,0,Piauí
2011,37,1,Piauí
2011,38,0,Piauí
2011,39,0,Piauí
2011,40,1,Piauí
2011,41,0,Piauí
2011,42,1,Piauí
2011,43,1,Piauí
2011,44,2,Piauí
2011,45,0,Piauí
2011,46,0,Piauí
2011,47,0,Piauí
2011,48,0,Piauí
2011,49,0,Piauí
2011,50,0,Piauí
2011,51,0,Piauí
2011,52,0,Piauí
2011,1,0,Ceará
2011,2,0,Ceará
2011,3,0,Ceará
2011,4,0,Ceará
2011,5,2,Ceará
2011,6,0,Ceará
2011,7,1,Ceará
2011,8,0,Ceará
2011,9,0,Ceará
2011,10,0,Ceará
2011,11,0,Ceará
2011,12,0,Ceará
2011,13,0,Ceará
2011,14,0,Ceará
2011,15,1,Ceará
2011,16,1,Ceará
2011,17,0,Ceará
2011,18,2,Ceará
2011,19,1,Ceará
2011,20,0,Ceará
2011,21,0,Ceará
2011,22,1,Ceará
2011,23,0,Ceará
2011,24,0,Ceará
2011,25,1,Ceará
2011,26,0,Ceará
2011,27,0,Ceará
2011,28,0,Ceará
2011,29,0,Ceará
2011,30,1,Ceará
2011,31,0,Ceará
2011,32,0,Ceará
2011,33,0,Ceará
2011,34,0,Ceará
2011,35,0,Ceará
2011,36,2,Ceará
2011,37,0,Ceará
2011,38,2,Ceará
2011,39,0,Ceará
2011,40,0,Ceará
2011,41,0,Ceará
2011,42,0,Ceará
2011,43,0,Ceará
2011,44,1,Ceará
2011,45,0,Ceará
2011,46,1,Ceará
2011,47,4,Ceará
2011,48,3,Ceará
2011,49,1,Ceará
2011,50,2,Ceará
2011,51,1,Ceará
2011,52,0,Ceará
2011,1,0,Rio Grande do Norte
2011,2,0,Rio Grande do Norte
2011,3,1,Rio Grande do Norte
2011,4,0,Rio Grande do Norte
2011,5,1,Rio Grande do Norte
2011,6,1,Rio Grande do Norte
2011,7,0,Rio Grande do Norte
2011,8,0,Rio Grande do Norte
2011,9,1,Rio Grande do Norte
2011,10,1,Rio Grande do Norte
2011,11,0,Rio Grande do Norte
2011,12,0,Rio Grande do Norte
2011,13,0,Rio Grande do Norte
2011,14,0,Rio Grande do Norte
2011,15,0,Rio Grande do Norte
2011,16,0,Rio Grande do Norte
2011,17,0,Rio Grande do Norte
2011,18,0,Rio Grande do Norte
2011,19,0,Rio Grande do Norte
2011,20,1,Rio Grande do Norte
2011,21,1,Rio Grande do Norte
2011,22,0,Rio Grande do Norte
2011,23,1,Rio Grande do Norte
2011,24,0,Rio Grande do Norte
2011,25,1,Rio Grande do Norte
2011,26,1,Rio Grande do Norte
2011,27,0,Rio Grande do Norte
2011,28,0,Rio Grande do Norte
2011,29,0,Rio Grande do Norte
2011,30,0,Rio Grande do Norte
2011,31,0,Rio Grande do Norte
2011,32,0,Rio Grande do Norte
2011,33,0,Rio Grande do Norte
2011,34,1,Rio Grande do Norte
2011,35,0,Rio Grande do Norte
2011,36,0,Rio Grande do Norte
2011,37,0,Rio Grande do Norte
2011,38,0,Rio Grande do Norte
2011,39,2,Rio Grande do Norte
2011,40,0,Rio Grande do Norte
2011,41,0,Rio Grande do Norte
2011,42,0,Rio Grande do Norte
2011,43,0,Rio Grande do Norte
2011,44,0,Rio Grande do Norte
2011,45,0,Rio Grande do Norte
2011,46,0,Rio Grande do Norte
2011,47,0,Rio Grande do Norte
2011,48,1,Rio Grande do Norte
2011,49,0,Rio Grande do Norte
2011,50,1,Rio Grande do Norte
2011,51,0,Rio Grande do Norte
2011,52,1,Rio Grande do Norte
2011,1,0,Paraíba
2011,2,0,Paraíba
2011,3,0,Paraíba
2011,4,0,Paraíba
2011,5,0,Paraíba
2011,6,0,Paraíba
2011,7,0,Paraíba
2011,8,0,Paraíba
2011,9,0,Paraíba
2011,10,0,Paraíba
2011,11,0,Paraíba
2011,12,0,Paraíba
2011,13,0,Paraíba
2011,14,0,Paraíba
2011,15,0,Paraíba
2011,16,0,Paraíba
2011,17,0,Paraíba
2011,18,0,Paraíba
2011,19,0,Paraíba
2011,20,0,Paraíba
2011,21,0,Paraíba
2011,22,0,Paraíba
2011,23,0,Paraíba
2011,24,0,Paraíba
2011,25,1,Paraíba
2011,26,0,Paraíba
2011,27,0,Paraíba
2011,28,0,Paraíba
2011,29,0,Paraíba
2011,30,1,Paraíba
2011,31,0,Paraíba
2011,32,0,Paraíba
2011,33,0,Paraíba
2011,34,0,Paraíba
2011,35,0,Paraíba
2011,36,0,Paraíba
2011,37,0,Paraíba
2011,38,0,Paraíba
2011,39,0,Paraíba
2011,40,0,Paraíba
2011,41,0,Paraíba
2011,42,0,Paraíba
2011,43,0,Paraíba
2011,44,0,Paraíba
2011,45,0,Paraíba
2011,46,0,Paraíba
2011,47,0,Paraíba
2011,48,0,Paraíba
2011,49,0,Paraíba
2011,50,0,Paraíba
2011,51,0,Paraíba
2011,52,0,Paraíba
2011,1,0,Pernambuco
2011,2,0,Pernambuco
2011,3,0,Pernambuco
2011,4,0,Pernambuco
2011,5,0,Pernambuco
2011,6,0,Pernambuco
2011,7,0,Pernambuco
2011,8,0,Pernambuco
2011,9,0,Pernambuco
2011,10,0,Pernambuco
2011,11,0,Pernambuco
2011,12,0,Pernambuco
2011,13,0,Pernambuco
2011,14,0,Pernambuco
2011,15,0,Pernambuco
2011,16,0,Pernambuco
2011,17,1,Pernambuco
2011,18,0,Pernambuco
2011,19,0,Pernambuco
2011,20,1,Pernambuco
2011,21,0,Pernambuco
2011,22,0,Pernambuco
2011,23,0,Pernambuco
2011,24,0,Pernambuco
2011,25,0,Pernambuco
2011,26,1,Pernambuco
2011,27,0,Pernambuco
2011,28,0,Pernambuco
2011,29,0,Pernambuco
2011,30,0,Pernambuco
2011,31,0,Pernambuco
2011,32,1,Pernambuco
2011,33,0,Pernambuco
2011,34,0,Pernambuco
2011,35,0,Pernambuco
2011,36,0,Pernambuco
2011,37,0,Pernambuco
2011,38,0,Pernambuco
2011,39,0,Pernambuco
2011,40,0,Pernambuco
2011,41,0,Pernambuco
2011,42,0,Pernambuco
2011,43,0,Pernambuco
2011,44,0,Pernambuco
2011,45,0,Pernambuco
2011,46,0,Pernambuco
2011,47,1,Pernambuco
2011,48,0,Pernambuco
2011,49,0,Pernambuco
2011,50,2,Pernambuco
2011,51,0,Pernambuco
2011,52,0,Pernambuco
2011,1,0,Alagoas
2011,2,0,Alagoas
2011,3,0,Alagoas
2011,4,0,Alagoas
2011,5,0,Alagoas
2011,6,0,Alagoas
2011,7,0,Alagoas
2011,8,0,Alagoas
2011,9,0,Alagoas
2011,10,0,Alagoas
2011,11,0,Alagoas
2011,12,0,Alagoas
2011,13,1,Alagoas
2011,14,1,Alagoas
2011,15,1,Alagoas
2011,16,0,Alagoas
2011,17,0,Alagoas
2011,18,1,Alagoas
2011,19,0,Alagoas
2011,20,0,Alagoas
2011,21,0,Alagoas
2011,22,0,Alagoas
2011,23,0,Alagoas
2011,24,0,Alagoas
2011,25,0,Alagoas
2011,26,0,Alagoas
2011,27,0,Alagoas
2011,28,0,Alagoas
2011,29,0,Alagoas
2011,30,0,Alagoas
2011,31,0,Alagoas
2011,32,0,Alagoas
2011,33,0,Alagoas
2011,34,0,Alagoas
2011,35,0,Alagoas
2011,36,0,Alagoas
2011,37,0,Alagoas
2011,38,0,Alagoas
2011,39,0,Alagoas
2011,40,0,Alagoas
2011,41,0,Alagoas
2011,42,0,Alagoas
2011,43,0,Alagoas
2011,44,0,Alagoas
2011,45,0,Alagoas
2011,46,0,Alagoas
2011,47,0,Alagoas
2011,48,1,Alagoas
2011,49,0,Alagoas
2011,50,0,Alagoas
2011,51,0,Alagoas
2011,52,0,Alagoas
2011,1,0,Sergipe
2011,2,0,Sergipe
2011,3,0,Sergipe
2011,4,0,Sergipe
2011,5,0,Sergipe
2011,6,0,Sergipe
2011,7,0,Sergipe
2011,8,0,Sergipe
2011,9,0,Sergipe
2011,10,0,Sergipe
2011,11,0,Sergipe
2011,12,0,Sergipe
2011,13,0,Sergipe
2011,14,0,Sergipe
2011,15,0,Sergipe
2011,16,0,Sergipe
2011,17,0,Sergipe
2011,18,0,Sergipe
2011,19,0,Sergipe
2011,20,0,Sergipe
2011,21,0,Sergipe
2011,22,0,Sergipe
2011,23,0,Sergipe
2011,24,0,Sergipe
2011,25,0,Sergipe
2011,26,0,Sergipe
2011,27,0,Sergipe
2011,28,0,Sergipe
2011,29,0,Sergipe
2011,30,0,Sergipe
2011,31,0,Sergipe
2011,32,0,Sergipe
2011,33,0,Sergipe
2011,34,0,Sergipe
2011,35,0,Sergipe
2011,36,0,Sergipe
2011,37,0,Sergipe
2011,38,0,Sergipe
2011,39,0,Sergipe
2011,40,0,Sergipe
2011,41,0,Sergipe
2011,42,0,Sergipe
2011,43,0,Sergipe
2011,44,0,Sergipe
2011,45,0,Sergipe
2011,46,0,Sergipe
2011,47,0,Sergipe
2011,48,0,Sergipe
2011,49,0,Sergipe
2011,50,0,Sergipe
2011,51,0,Sergipe
2011,52,0,Sergipe
2011,1,0,Bahia
2011,2,0,Bahia
2011,3,0,Bahia
2011,4,2,Bahia
2011,5,0,Bahia
2011,6,0,Bahia
2011,7,0,Bahia
2011,8,0,Bahia
2011,9,0,Bahia
2011,10,0,Bahia
2011,11,3,Bahia
2011,12,3,Bahia
2011,13,0,Bahia
2011,14,0,Bahia
2011,15,0,Bahia
2011,16,1,Bahia
2011,17,1,Bahia
2011,18,2,Bahia
2011,19,2,Bahia
2011,20,2,Bahia
2011,21,1,Bahia
2011,22,2,Bahia
2011,23,2,Bahia
2011,24,2,Bahia
2011,25,1,Bahia
2011,26,0,Bahia
2011,27,0,Bahia
2011,28,1,Bahia
2011,29,1,Bahia
2011,30,2,Bahia
2011,31,0,Bahia
2011,32,2,Bahia
2011,33,0,Bahia
2011,34,0,Bahia
2011,35,1,Bahia
2011,36,1,Bahia
2011,37,0,Bahia
2011,38,0,Bahia
2011,39,0,Bahia
2011,40,1,Bahia
2011,41,0,Bahia
2011,42,0,Bahia
2011,43,0,Bahia
2011,44,0,Bahia
2011,45,1,Bahia
2011,46,0,Bahia
2011,47,0,Bahia
2011,48,1,Bahia
2011,49,0,Bahia
2011,50,2,Bahia
2011,51,0,Bahia
2011,52,0,Bahia
2011,1,2,Minas Gerais
2011,2,1,Minas Gerais
2011,3,2,Minas Gerais
2011,4,1,Minas Gerais
2011,5,2,Minas Gerais
2011,6,4,Minas Gerais
2011,7,3,Minas Gerais
2011,8,1,Minas Gerais
2011,9,2,Minas Gerais
2011,10,2,Minas Gerais
2011,11,2,Minas Gerais
2011,12,3,Minas Gerais
2011,13,3,Minas Gerais
2011,14,5,Minas Gerais
2011,15,5,Minas Gerais
2011,16,4,Minas Gerais
2011,17,4,Minas Gerais
2011,18,6,Minas Gerais
2011,19,7,Minas Gerais
2011,20,1,Minas Gerais
2011,21,11,Minas Gerais
2011,22,6,Minas Gerais
2011,23,5,Minas Gerais
2011,24,5,Minas Gerais
2011,25,17,Minas Gerais
2011,26,18,Minas Gerais
2011,27,16,Minas Gerais
2011,28,22,Minas Gerais
2011,29,31,Minas Gerais
2011,30,21,Minas Gerais
2011,31,27,Minas Gerais
2011,32,33,Minas Gerais
2011,33,44,Minas Gerais
2011,34,34,Minas Gerais
2011,35,34,Minas Gerais
2011,36,36,Minas Gerais
2011,37,49,Minas Gerais
2011,38,36,Minas Gerais
2011,39,48,Minas Gerais
2011,40,33,Minas Gerais
2011,41,32,Minas Gerais
2011,42,33,Minas Gerais
2011,43,31,Minas Gerais
2011,44,29,Minas Gerais
2011,45,37,Minas Gerais
2011,46,29,Minas Gerais
2011,47,17,Minas Gerais
2011,48,24,Minas Gerais
2011,49,17,Minas Gerais
2011,50,30,Minas Gerais
2011,51,29,Minas Gerais
2011,52,29,Minas Gerais
2011,1,0,Espírito Santo
2011,2,0,Espírito Santo
2011,3,2,Espírito Santo
2011,4,1,Espírito Santo
2011,5,0,Espírito Santo
2011,6,0,Espírito Santo
2011,7,0,Espírito Santo
2011,8,2,Espírito Santo
2011,9,0,Espírito Santo
2011,10,0,Espírito Santo
2011,11,0,Espírito Santo
2011,12,0,Espírito Santo
2011,13,0,Espírito Santo
2011,14,0,Espírito Santo
2011,15,0,Espírito Santo
2011,16,0,Espírito Santo
2011,17,0,Espírito Santo
2011,18,0,Espírito Santo
2011,19,0,Espírito Santo
2011,20,0,Espírito Santo
2011,21,0,Espírito Santo
2011,22,0,Espírito Santo
2011,23,0,Espírito Santo
2011,24,0,Espírito Santo
2011,25,0,Espírito Santo
2011,26,0,Espírito Santo
2011,27,0,Espírito Santo
2011,28,0,Espírito Santo
2011,29,0,Espírito Santo
2011,30,0,Espírito Santo
2011,31,0,Espírito Santo
2011,32,1,Espírito Santo
2011,33,0,Espírito Santo
2011,34,1,Espírito Santo
2011,35,0,Espírito Santo
2011,36,0,Espírito Santo
2011,37,0,Espírito Santo
2011,38,1,Espírito Santo
2011,39,1,Espírito Santo
2011,40,0,Espírito Santo
2011,41,0,Espírito Santo
2011,42,1,Espírito Santo
2011,43,0,Espírito Santo
2011,44,0,Espírito Santo
2011,45,0,Espírito Santo
2011,46,0,Espírito Santo
2011,47,0,Espírito Santo
2011,48,0,Espírito Santo
2011,49,0,Espírito Santo
2011,50,1,Espírito Santo
2011,51,0,Espírito Santo
2011,52,0,Espírito Santo
2011,1,0,Rio de Janeiro
2011,2,1,Rio de Janeiro
2011,3,0,Rio de Janeiro
2011,4,0,Rio de Janeiro
2011,5,2,Rio de Janeiro
2011,6,2,Rio de Janeiro
2011,7,0,Rio de Janeiro
2011,8,0,Rio de Janeiro
2011,9,1,Rio de Janeiro
2011,10,0,Rio de Janeiro
2011,11,1,Rio de Janeiro
2011,12,0,Rio de Janeiro
2011,13,0,Rio de Janeiro
2011,14,0,Rio de Janeiro
2011,15,0,Rio de Janeiro
2011,16,0,Rio de Janeiro
2011,17,1,Rio de Janeiro
2011,18,2,Rio de Janeiro
2011,19,3,Rio de Janeiro
2011,20,2,Rio de Janeiro
2011,21,0,Rio de Janeiro
2011,22,0,Rio de Janeiro
2011,23,2,Rio de Janeiro
2011,24,3,Rio de Janeiro
2011,25,7,Rio de Janeiro
2011,26,6,Rio de Janeiro
2011,27,0,Rio de Janeiro
2011,28,3,Rio de Janeiro
2011,29,1,Rio de Janeiro
2011,30,0,Rio de Janeiro
2011,31,1,Rio de Janeiro
2011,32,3,Rio de Janeiro
2011,33,4,Rio de Janeiro
2011,34,2,Rio de Janeiro
2011,35,1,Rio de Janeiro
2011,36,1,Rio de Janeiro
2011,37,3,Rio de Janeiro
2011,38,0,Rio de Janeiro
2011,39,1,Rio de Janeiro
2011,40,3,Rio de Janeiro
2011,41,0,Rio de Janeiro
2011,42,0,Rio de Janeiro
2011,43,0,Rio de Janeiro
2011,44,2,Rio de Janeiro
2011,45,0,Rio de Janeiro
2011,46,3,Rio de Janeiro
2011,47,2,Rio de Janeiro
2011,48,3,Rio de Janeiro
2011,49,1,Rio de Janeiro
2011,50,2,Rio de Janeiro
2011,51,1,Rio de Janeiro
2011,52,1,Rio de Janeiro
2011,1,13,São Paulo
2011,2,10,São Paulo
2011,3,10,São Paulo
2011,4,4,São Paulo
2011,5,12,São Paulo
2011,6,6,São Paulo
2011,7,13,São Paulo
2011,8,8,São Paulo
2011,9,7,São Paulo
2011,10,13,São Paulo
2011,11,10,São Paulo
2011,12,8,São Paulo
2011,13,17,São Paulo
2011,14,16,São Paulo
2011,15,13,São Paulo
2011,16,17,São Paulo
2011,17,12,São Paulo
2011,18,15,São Paulo
2011,19,18,São Paulo
2011,20,13,São Paulo
2011,21,11,São Paulo
2011,22,14,São Paulo
2011,23,19,São Paulo
2011,24,18,São Paulo
2011,25,20,São Paulo
2011,26,23,São Paulo
2011,27,24,São Paulo
2011,28,18,São Paulo
2011,29,12,São Paulo
2011,30,8,São Paulo
2011,31,12,São Paulo
2011,32,17,São Paulo
2011,33,19,São Paulo
2011,34,10,São Paulo
2011,35,9,São Paulo
2011,36,11,São Paulo
2011,37,12,São Paulo
2011,38,5,São Paulo
2011,39,13,São Paulo
2011,40,10,São Paulo
2011,41,11,São Paulo
2011,42,17,São Paulo
2011,43,15,São Paulo
2011,44,15,São Paulo
2011,45,14,São Paulo
2011,46,10,São Paulo
2011,47,10,São Paulo
2011,48,9,São Paulo
2011,49,15,São Paulo
2011,50,12,São Paulo
2011,51,7,São Paulo
2011,52,7,São Paulo
2011,1,9,Paraná
2011,2,9,Paraná
2011,3,5,Paraná
2011,4,6,Paraná
2011,5,5,Paraná
2011,6,7,Paraná
2011,7,5,Paraná
2011,8,13,Paraná
2011,9,13,Paraná
2011,10,11,Paraná
2011,11,14,Paraná
2011,12,12,Paraná
2011,13,4,Paraná
2011,14,14,Paraná
2011,15,14,Paraná
